raw_comment,clean_comment
"Madara boding the whole army back in the fourth great ninja war back in Shippuden was the craziest shit that he has done in all of Naruto, nobody can do what he did,",madara boding the whole army back in the fourth great ninja war back in shippuden was the craziest shit that he has done in all of naruto nobody can do what he did
WHY IS BORUTO IN HERE???!!!!😭😭😭😭😭😭😭😭,why is boruto in here
Momoshiki Fight Complete is on the one. For me its the best fight.,momoshiki fight complete is on the one for me its the best fight
The Madara one is me when I fight outsiders with gojo in tsb,the madara one is me when i fight outsiders with gojo in tsb
The animators who animated madaras fight need to get a raise,the animators who animated madaras fight need to get a raise
"Madara was a badass, I think part of why he was destroying the army is because he didn’t have to worry about friendly fire while the army did.",madara was a badass i think part of why he was destroying the army is because he didnt have to worry about friendly fire while the army did
"My favorite one was when Minato and Tobi fought. 
Minato used the timing of kamui being deactivated against obito. At the moment obito was just about to grab him, he teleports above obito and hits him with the rasengan before obito could even think about reactivating kamui.",my favorite one was when minato and tobi fought minato used the timing of kamui being deactivated against obito at the moment obito was just about to grab him he teleports above obito and hits him with the rasengan before obito could even think about reactivating kamui
Yall gotta add when he brought out the toads and sage mode against pain. Cloak in the wind ready to beat sumn. I’m talkin bout AURA,yall gotta add when he brought out the toads and sage mode against pain cloak in the wind ready to beat sumn im talkin bout aura
"Madara vs the Shinobi Army be like: 

1 gorilla (Madara) vs. Even more men (soldiers)",madara vs the shinobi army be like 1 gorilla madara vs even more men soldiers
Tengai shinsei was the most aura thing,tengai shinsei was the most aura thing
Itachi missed one,itachi missed one
Naruto has BUILT IN GENJUSTU,naruto has built in genjustu
Bro first one  not Naruto series it's Boruto series,bro first one not naruto series its boruto series
Bro first sin is on boruto,bro first sin is on boruto
4 is Boruto 😅,4 is boruto
Watching these when I was a kid with my older brother was probably the coolest thing ever to me at the time😭😭😭,watching these when i was a kid with my older brother was probably the coolest thing ever to me at the time
where the fk is deidara vs sasuke 2,where the fk is deidara vs sasuke 2
"Despite it being number ten, the Sakura & Chiyo vs. Sasori fight will always be so fucking cool to me. The usage of puppet Jutsu on a living person, Sakura finally able to do something, somewhat on her own, the Backstory behind Sasori and Chiyo, the reveal of Sasori turning himself into a puppet?!
It all just ties up with this wonderful bow of a fight.",despite it being number ten the sakura chiyo vs sasori fight will always be so fucking cool to me the usage of puppet jutsu on a living person sakura finally able to do something somewhat on her own the backstory behind sasori and chiyo the reveal of sasori turning himself into a puppet it all just ties up with this wonderful bow of a fight
The disrespect @ 18:45 🤣 Ino and Choji were there too dang it. They did stuff lol,the disrespect 1845 ino and choji were there too dang it they did stuff lol
This was made 7 years ago but all of the comments are like 3 months to 8 days ago for some rason,this was made 7 years ago but all of the comments are like 3 months to 8 days ago for some rason
This dude madara we're throwing people at people😂,this dude madara were throwing people at people
"Thank you for ending the Sasuke vs. 8 tails fight were it ""really"" ended.",thank you for ending the sasuke vs 8 tails fight were it really ended
you know its a good battle when that shamisen comes in,you know its a good battle when that shamisen comes in
I was really expecting jiraya vs pain in top 1 😢,i was really expecting jiraya vs pain in top 1
The intro hooked me instantly.,the intro hooked me instantly
"Yea the 8 tails jinchuriki that be me, the rappin killa bee wweeeeeeeeeeeeeeeeee",yea the 8 tails jinchuriki that be me the rappin killa bee wweeeeeeeeeeeeeeeeee
I paused my music for this and it was worth it.,i paused my music for this and it was worth it
I can’t stop replaying that part.,i cant stop replaying that part
This made my brain happy.,this made my brain happy
My recommended is finally doing something right.,my recommended is finally doing something right
This gave me goosebumps.,this gave me goosebumps
"15:21  probably the first time in the Naruto series where flame release actually did something. All the other times prior to this fight every fire technique is either dodged, absorbed or litteraly just tanked",1521 probably the first time in the naruto series where flame release actually did something all the other times prior to this fight every fire technique is either dodged absorbed or litteraly just tanked
I learned so much in 10 minutes.,i learned so much in 10 minutes
People always miss orochimaru vs 4 tails,people always miss orochimaru vs 4 tails
The internet needs more of this.,the internet needs more of this
naruto shippuden is the spiritual finale we all deserved.,naruto shippuden is the spiritual finale we all deserved
So much effort went into this.,so much effort went into this
This is the best thing ever in a man's/child's life! The feels the everything! :),this is the best thing ever in a manschilds life the feels the everything
My fav is madar vs might guy❤,my fav is madar vs might guy
Madara be playing dynasty warriors,madara be playing dynasty warriors
"it’s just so good, that’s all that needs to be said.",its just so good thats all that needs to be said
Not having time stamps is diabolical,not having time stamps is diabolical
"18:20

The only time fire ball was useful in Naruto. Lol",1820 the only time fire ball was useful in naruto lol
2:01 “return the slabbbb”,201 return the slabbbb
My eyes are blessed.,my eyes are blessed
Instant classic.,instant classic
I didn’t realize I needed this.,i didnt realize i needed this
10/10 would watch again.,1010 would watch again
This was exactly what I needed.,this was exactly what i needed
This video deserves more attention.,this video deserves more attention
Such a clever approach.,such a clever approach
This made me laugh so hard.,this made me laugh so hard
I appreciate the clarity.,i appreciate the clarity
This was so fun to watch.,this was so fun to watch
i feel bad for the future generations that are going to miss out on this,i feel bad for the future generations that are going to miss out on this
This deserves way more likes.,this deserves way more likes
